Volumen	P_ZYL1	P_ZYL2	
245,67	0,855		
244,41	0,862		
243,13	0,941		
241,83	0,926		
240,49	0,919		
239,14	0,877		
237,76	0,912		
236,35	0,934		
234,92	0,934		
233,46	0,926		
231,99	0,912		
230,48	0,948		
228,95	0,969		
227,40	1,005		
225,83	0,955		
224,23	1,048		
222,61	0,941		
220,96	0,998		
219,30	0,983		
217,61	1,012		
215,89	1,005		
214,16	1,033		
212,41	1,026		
210,63	1,090		
208,83	1,055		
207,01	1,112		
205,18	1,097		
203,32	1,126		
201,44	1,119		
199,55	1,154		
197,63	1,169		
195,70	1,147		
193,75	1,219		
191,78	1,226		
189,80	1,233		
187,80	1,254		
185,78	1,261		
183,75	1,254		
181,70	1,333		
179,64	1,240		
177,57	1,283		
175,48	1,283		
173,39	1,354		
171,28	1,368		
169,16	1,397		
167,03	1,397		
164,89	1,447		
162,74	1,468		
160,58	1,489		
158,42	1,511		
156,25	1,561		
154,08	1,561		
151,90	1,603		
149,71	1,625		
147,52	1,653		
145,33	1,682		
143,14	1,746		
140,95	1,767		
138,75	1,824		
136,56	1,860		
134,37	1,881		
132,18	1,953		
130,00	1,981		
127,82	2,017		
125,64	2,045		
123,47	2,095		
121,31	2,159		
119,16	2,202		
117,01	2,224		
114,87	2,316		
112,75	2,338		
110,64	2,387		
108,54	2,509		
106,45	2,580		
104,37	2,630		
102,32	2,708		
100,28	2,794		
98,25	2,829		
96,24	2,915		
94,26	3,015		
92,29	3,086		
90,34	3,157		
88,42	3,278		
86,52	3,364		
84,64	3,449		
82,78	3,563		
80,95	3,663		
79,15	3,742		
77,38	3,841		
75,63	3,984		
73,91	4,105		
72,22	4,205		
70,56	4,347		
68,93	4,490		
67,33	4,647		
65,77	4,768		
64,24	4,946		
62,74	5,103		
61,28	5,295		
59,85	5,452		
58,46	5,609		
57,11	5,780		
55,80	6,008		
54,52	6,172		
53,28	6,321		
52,08	6,550		
50,92	6,778		
49,81	6,984		
48,73	7,170		
47,70	7,433		
46,70	7,633		
45,75	7,861		
44,85	8,060		
43,99	8,267		
43,17	8,502		
42,39	8,723		
41,66	8,937		
40,98	9,165		
40,34	9,386		
39,75	9,557		
39,20	9,828		
38,71	10,013		
38,25	10,191		
37,85	10,405		
37,49	10,576		
37,18	10,733		
36,92	10,933		
36,70	11,047		
36,53	11,196		
36,41	11,325		
36,34	11,431		
36,32	11,545		
36,34	11,645		
36,41	11,688		
36,53	11,759		
36,70	11,845		
36,92	11,873		
37,18	11,937		
37,49	11,987		
37,85	12,044		
38,25	12,044		
38,71	12,044		
39,20	12,044		
39,75	12,023		
40,34	11,973		
40,98	11,937		
41,66	11,888		
42,39	11,852		
43,17	11,816		
43,99	11,788		
44,85	11,759		
45,75	11,731		
46,70	11,695		
47,70	11,631		
48,73	11,645		
49,81	11,581		
50,92	11,545		
52,08	11,503		
53,28	11,467		
54,52	11,403		
55,80	11,382		
57,11	11,325		
58,46	11,296		
59,85	11,268		
61,28	11,246		
62,74	11,175		
64,24	11,203		
65,77	11,211		
67,33	11,125		
68,93	11,096		
70,56	11,061		
72,22	11,004		
73,91	10,975		
75,63	10,933		
77,38	10,861		
79,15	10,819		
80,95	10,783		
82,78	10,712		
84,64	10,655		
86,52	10,590		
88,42	10,519		
90,34	10,434		
92,29	10,377		
94,26	10,241		
96,24	10,149		
98,25	10,063		
100,28	9,942		
102,32	9,807		
104,37	9,721		
106,45	9,607		
108,54	9,507		
110,64	9,393		
112,75	9,272		
114,87	9,137		
117,01	9,008		
119,16	8,873		
121,31	8,752		
123,47	8,645		
125,64	8,517		
127,82	8,367		
130,00	8,246		
132,18	8,139		
134,37	7,996		
136,56	7,882		
138,75	7,775		
140,95	7,640		
143,14	7,512		
145,33	7,426		
147,52	7,298		
149,71	7,170		
151,90	7,048		
154,08	6,913		
156,25	6,820		
158,42	6,728		
160,58	6,656		
162,74	6,564		
164,89	6,464		
167,03	6,378		
169,16	6,264		
171,28	6,179		
173,39	6,072		
175,48	6,008		
177,57	5,887		
179,64	5,808		
181,70	5,730		
183,75	5,637		
185,78	5,559		
187,80	5,502		
189,80	5,416		
191,78	5,345		
193,75	5,138		
195,70	5,195		
197,63	5,117		
199,55	5,032		
201,44	4,960		
203,32	4,910		
205,18	4,832		
207,01	4,839		
208,83	4,761		
210,63	4,739		
212,41	4,668		
214,16	4,611		
215,89	4,568		
217,61	4,518		
219,30	4,476		
220,96	4,390		
222,61	4,354		
224,23	4,283		
225,83	4,262		
227,40	4,183		
228,95	4,183		
230,48	4,126		
231,99	4,084		
233,46	4,062		
234,92	4,020		
236,35	3,984		
237,76	3,948		
239,14	3,927		
240,49	3,877		
241,83	3,863		
243,13	3,791		
244,41	3,806		
245,67	3,763		
246,90	3,742		
248,11	3,699		
249,29	3,692		
250,44	3,642		
251,57	3,571		
252,67	3,571		
253,75	3,549		
254,80	3,528		
255,83	3,492		
256,83	3,478		
257,81	3,435		
258,76	3,449		
259,68	3,350		
260,58	3,350		
261,45	3,285		
262,30	3,271		
263,12	3,236		
263,92	3,171		
264,69	3,157		
265,43	3,122		
266,15	3,093		
266,85	3,050		
267,52	3,029		
268,16	2,986		
268,78	2,893		
269,37	2,865		
269,93	2,858		
270,47	2,787		
270,99	2,772		
271,48	2,737		
271,94	2,680		
272,38	2,623		
272,80	2,580		
273,19	2,551		
273,55	2,509		
273,89	2,459		
274,20	2,373		
274,49	2,359		
274,76	2,330		
274,99	2,238		
275,21	2,224		
275,39	2,167		
275,56	2,081		
275,69	2,052		
275,81	1,981		
275,90	1,981		
275,96	1,910		
276,00	1,910		
276,01	1,910		
276,00	1,782		
275,96	1,803		
275,90	1,718		
275,81	1,710		
275,69	1,632		
275,56	1,661		
275,39	1,582		
275,21	1,568		
274,99	1,539		
274,76	1,489		
274,49	1,468		
274,20	1,404		
273,89	1,390		
273,55	1,354		
273,19	1,333		
272,80	1,333		
272,38	1,269		
271,94	1,247		
271,48	1,240		
270,99	1,219		
270,47	1,226		
269,93	1,219		
269,37	1,212		
268,78	1,176		
268,16	1,169		
267,52	1,169		
266,85	1,183		
266,15	1,154		
265,43	1,176		
264,69	1,169		
263,92	1,162		
263,12	1,154		
262,30	1,147		
261,45	1,133		
260,58	1,140		
259,68	1,133		
258,76	1,112		
257,81	1,119		
256,83	1,133		
255,83	1,140		
254,80	1,119		
253,75	1,126		
252,67	1,154		
251,57	1,154		
250,44	1,154		
249,29	1,140		
248,11	1,147		
246,90	1,261		
245,67	1,147		
244,41	1,169		
243,13	1,169		
241,83	1,169		
240,49	1,169		
239,14	1,190		
237,76	1,212		
236,35	1,162		
234,92	1,154		
233,46	1,183		
231,99	1,197		
230,48	1,183		
228,95	1,162		
227,40	1,197		
225,83	1,219		
224,23	1,162		
222,61	1,176		
220,96	1,183		
219,30	1,219		
217,61	1,204		
215,89	1,183		
214,16	1,219		
212,41	1,219		
210,63	1,204		
208,83	1,233		
207,01	1,219		
205,18	1,219		
203,32	1,226		
201,44	1,212		
199,55	1,226		
197,63	1,204		
195,70	1,233		
193,75	1,226		
191,78	1,197		
189,80	1,219		
187,80	1,197		
185,78	1,197		
183,75	1,212		
181,70	1,197		
179,64	1,219		
177,57	1,212		
175,48	1,190		
173,39	1,204		
171,28	1,212		
169,16	1,212		
167,03	1,226		
164,89	1,212		
162,74	1,212		
160,58	1,254		
158,42	1,219		
156,25	1,247		
154,08	1,261		
151,90	1,247		
149,71	1,212		
147,52	1,247		
145,33	1,212		
143,14	1,219		
140,95	1,212		
138,75	1,190		
136,56	1,197		
134,37	1,204		
132,18	1,197		
130,00	1,183		
127,82	1,197		
125,64	1,154		
123,47	1,147		
121,31	1,176		
119,16	1,162		
117,01	1,147		
114,87	1,169		
112,75	1,162		
110,64	1,169		
108,54	1,147		
106,45	1,190		
104,37	1,169		
102,32	1,162		
100,28	1,154		
98,25	1,169		
96,24	1,140		
94,26	1,176		
92,29	1,147		
90,34	1,133		
88,42	1,162		
86,52	1,154		
84,64	1,140		
82,78	1,147		
80,95	1,162		
79,15	1,126		
77,38	1,162		
75,63	1,169		
73,91	1,204		
72,22	1,162		
70,56	1,162		
68,93	1,140		
67,33	1,147		
65,77	1,162		
64,24	1,212		
62,74	1,183		
61,28	1,176		
59,85	1,162		
58,46	1,183		
57,11	1,197		
55,80	1,183		
54,52	1,147		
53,28	1,126		
52,08	1,126		
50,92	1,147		
49,81	1,247		
48,73	1,162		
47,70	1,140		
46,70	1,119		
45,75	1,112		
44,85	1,119		
43,99	1,097		
43,17	1,162		
42,39	1,119		
41,66	1,147		
40,98	1,126		
40,34	1,154		
39,75	1,112		
39,20	1,140		
38,71	1,105		
38,25	1,119		
37,85	1,119		
37,49	1,126		
37,18	1,112		
36,92	1,112		
36,70	1,097		
36,53	1,090		
36,41	1,069		
36,34	1,069		
